"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","WESD","WESF"
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-07",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-08",,,"0.04",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-09",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-10",,,"0.39",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-11",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-12",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-13",,,"1.01",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-14",,,"0.57",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-15",,,"0.08",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-16",,,"0.86",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-17",,,"0.02",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-18",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-19",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-20",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-21",,,"0.43",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-22",,,"0.05",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-23",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-24",,,"0.06",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-25",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-26",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-27",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-28",,,"0.20",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-29",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-30",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-05-31",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-01",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-02",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-03",,,"0.45",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-04",,,"0.31",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-05",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-06",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-07",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-08",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-09",,,"0.97",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-10",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-11",,,"0.01",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-12",,,"0.04",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-13",,,"1.03",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-14",,,"0.04",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-15",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-16",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-17",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-18",,,"0.07",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-19",,,"0.29",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-20",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-21",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-22",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-23",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-24",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-25",,,"0.36",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-26",,,"0.17",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-27",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-28",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-29",,,"0.27",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-06-30",,,"0.26",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-01",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-02",,,"0.36",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-03",,,"0.13",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-04",,,"0.28",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-05",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-06",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-12","    6","1.74",,,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-13",,,"0.01",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-14",,,"0.68",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-15",,,"0.13",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-16",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-17",,,"0.03",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-18",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-19",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-20",,,"0.41",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-21",,,"0.01",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-22",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-23",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-24",,,"0.07",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-25",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-26",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-27",,,"0.25",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-28",,,"0.28",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-29",,,"0.70",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-07-30",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-01",,,"0.14",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-02",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-03",,,"0.22",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-04",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-05",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-06",,,"0.13",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-07",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-08",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-09",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-10",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-11",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-12",,,"0.30",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-13",,,"0.64",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-14",,,"0.01",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-15",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-16",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-17",,,"0.18",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-18",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-19",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-20",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-21",,,"0.09",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-22",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-23",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-24",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-25",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-26",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-27",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-28",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-29",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-30",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-08-31",,,"0.37",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-01",,,"0.03",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-02",,,"0.63",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-03",,,"0.39",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-04",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-05",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-06",,,"0.49",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-07",,,"0.17",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-08",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-09",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-10",,,"0.04",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-11",,,"0.61",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-12",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-13",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-14",,,"0.03",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-15",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-16",,,"0.40",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-17",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-18",,,"0.03",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-19",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-20",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-21",,,"0.07",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-22",,,"0.14",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-23",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-24",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-25",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-26",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-27",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-28",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-29",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-09-30",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-01",,,"0.03",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-02",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-03",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-04",,,"0.46",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-05",,,"0.38",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-06",,,"0.24",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-07",,,"0.22",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-08",,,"0.27",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-09",,,"0.08",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-10",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-11",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-12",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-13",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-14",,,"0.10",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-15",,,"0.31",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-16",,,"0.02",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-17",,,"0.23",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-18",,,"0.68",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-19",,,"0.09",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-20",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-21",,,"0.29",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-22",,,"0.02",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-23",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-24",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-25",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-26",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-27",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-28",,,"0.01",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-29",,,"0.19",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-30",,,"0.01",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-10-31",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-01",,,"0.16",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-02",,,"0.03",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-03",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-04",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-05",,,"0.36",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-06",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-07",,,"0.30",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-08",,,"0.00",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-09",,,"0.20",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-10",,,"0.01",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-11",,,"0.00","0.0",,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-12",,,"0.03",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-13",,,"0.01","0.1","0.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-14",,,"0.20","3.0","3.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-15",,,"0.00","0.0","0.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-16",,,"0.12","0.6","0.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-17",,,"0.07","0.0","0.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-18",,,"1.22","18.0","18.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-19",,,"2.33","32.5","36.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-20",,,"0.81","12.5","42.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-21",,,"1.53","17.2","39.0",,"1.9"
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-22",,,"0.22","0.5","36.0","6.4",
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-23",,,"0.24",,"24.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-24",,,"0.09",,"20.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-25",,,"0.03",,"9.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-26",,,"0.04",,"8.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-27",,,"0.02","0.2","8.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-28",,,"0.38","4.8","10.0",,"0.4"
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-29",,,"0.00","0.1","9.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-11-30",,,"0.00","0.0","7.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-01",,,"0.13",,"4.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-02",,,"0.00","0.0","3.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-03",,,"0.11",,"2.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-04",,,"0.08","0.0","2.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-05",,,"0.00","0.0","1.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-06",,,"0.33",,"1.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-07",,,"0.11",,"1.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-08",,,"0.00","0.0","0.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-09",,,"0.00","0.0","0.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-10",,,"0.02","0.0","0.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-11",,,"0.26","4.4","4.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-12",,,"0.09","1.7","5.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-13",,,"0.00","0.0","3.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-14",,,"0.01",,"2.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-15",,,"0.01",,"0.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-16",,,"0.00","0.0","0.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-17",,,"0.63",,"0.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-18",,,"0.24","1.2","1.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-19",,,"0.00",,"0.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-20",,,"0.00","0.0","0.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-21",,,"0.00","0.0","0.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-22",,,"0.00","0.0","0.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-23",,,"0.00","0.0","0.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-24",,,"0.24",,"0.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2014-12-25",,,"0.13",,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-04","   10","1.31",,,,,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-05",,,"0.25","0.0","0.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-06",,,"0.01","0.4","0.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-07",,,"0.50","10.5","11.0","0.7",
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-08",,,"0.00","0.0","9.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-09",,,"0.10","1.5","7.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-10",,,"0.59","15.5","22.0",,"1.3"
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-11",,,"0.08","1.0","18.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-12",,,"0.19","1.8","15.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-13",,,"0.17","2.5","17.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-14",,,"0.00","0.0","17.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-15",,,"0.00","0.0","15.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-16",,,"0.03","0.1","13.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-17",,,"0.00","0.0","12.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-18",,,"0.00","0.0","11.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-19",,,"0.09","0.5","9.0","1.7",
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-20",,,"0.00","0.0","8.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-21",,,"0.00","0.0","7.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-22",,,"0.02","0.8","8.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-23",,,"0.00","0.0","7.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-24",,,"0.00","0.0","7.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-25",,,"0.12","0.4","7.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-26",,,"0.00","0.0","7.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-27",,,"0.11","1.6","8.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-28",,,"0.00","0.0","8.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-29",,,"0.00","0.0","8.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-30",,,"0.36","2.5","10.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-01-31",,,"0.00","0.0","10.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-01",,,"0.00","0.0","10.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-02",,,"0.47","6.2","16.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-03",,,"0.05","1.5","17.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-04",,,"0.08","1.5","18.0","4.5",
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-05",,,"0.24","3.6","19.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-06",,,"0.00","0.0","19.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-07",,,"0.00","0.2","19.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-08",,,"0.02","0.1","17.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-09",,,"0.40","3.0","19.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-10",,,"0.00","0.0","19.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-11",,,"0.00","0.0","18.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-12",,,"0.16","3.0","20.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-13",,,"0.01","0.3","20.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-14",,,"0.06","1.0","21.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-15",,,"0.16","3.0","23.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-16",,,"0.00","0.0","23.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-17",,,"0.00","0.0","22.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-18",,,"0.00","0.0","22.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-19",,,"0.08","1.2","22.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-20",,,"0.01","0.2","21.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-21",,,"0.00","0.0","20.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-22",,,"0.24","2.5","22.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-23",,,"0.02","0.9","22.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-24",,,"0.00","0.0","22.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-25",,,"0.01","0.4","21.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-26",,,"0.00","0.0","21.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-27",,,"0.03","0.5","22.0",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-02-28",,,"0.00","0.0","21.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-03-01",,,"0.04","0.4","21.5",,
"US1NYER0039","HAMBURG 0.4 WSW, NY US","2015-03-02",,,"0.13","2.5","24.0",,
