"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00306774","PORT JERVIS, NY US","2009-02-05",,,"0.00","0.0",,"18","-3","10"
"USC00306774","PORT JERVIS, NY US","2009-02-06",,,"0.00","0.0",,"28","4","4"
"USC00306774","PORT JERVIS, NY US","2009-02-07",,,"0.00","0.0",,"45","4","37"
"USC00306774","PORT JERVIS, NY US","2009-02-08",,,"0.00","0.0",,"48","22","22"
"USC00306774","PORT JERVIS, NY US","2009-02-09",,,"0.00","0.0",,"41","22","27"
"USC00306774","PORT JERVIS, NY US","2009-02-10",,,"0.00","0.0",,"45","27","33"
"USC00306774","PORT JERVIS, NY US","2009-02-11",,,"0.07","0.0","0.0","54","33","45"
"USC00306774","PORT JERVIS, NY US","2009-02-12",,,"0.11","0.0","0.0","47","35","35"
"USC00306774","PORT JERVIS, NY US","2009-02-13",,,"0.00","0.0","0.0","36","19","22"
"USC00306774","PORT JERVIS, NY US","2009-02-14",,,"0.00","0.0","0.0","37","22","24"
"USC00306774","PORT JERVIS, NY US","2009-02-15",,,"0.00","0.0","0.0","37","16","16"
"USC00306774","PORT JERVIS, NY US","2009-02-16",,,"0.00","0.0","0.0","36","16","18"
"USC00306774","PORT JERVIS, NY US","2009-02-17",,,"0.00","0.0","0.0","38","16","16"
"USC00306774","PORT JERVIS, NY US","2009-02-18",,,"0.00","0.0","0.0","35","16","33"
"USC00306774","PORT JERVIS, NY US","2009-02-19",,,"0.00","0.0","0.0","45","17","18"
"USC00306774","PORT JERVIS, NY US","2009-02-20",,,"0.00","0.0","0.0","29","17","22"
"USC00306774","PORT JERVIS, NY US","2009-02-21",,,"0.00","0.0","0.0","38","20","30"
"USC00306774","PORT JERVIS, NY US","2009-02-22",,,"0.09","1.0",,"38","22","23"
"USC00306774","PORT JERVIS, NY US","2009-02-23",,,"0.00","0.0",,"28","16","16"
"USC00306774","PORT JERVIS, NY US","2009-02-24",,,"0.00","0.0",,"31","15","17"
"USC00306774","PORT JERVIS, NY US","2009-02-25",,,"0.01","0.0",,"42","16","29"
"USC00306774","PORT JERVIS, NY US","2009-02-26",,,"0.00","0.0",,"45","26","29"
"USC00306774","PORT JERVIS, NY US","2009-02-27",,,"0.37","0.0","0.0","57","25","25"
"USC00306774","PORT JERVIS, NY US","2009-02-28",,,"0.00","0.0","0.0","57","24","26"
"USC00306774","PORT JERVIS, NY US","2009-03-01",,,"0.15","1.5",,"37","19","19"
"USC00306774","PORT JERVIS, NY US","2009-03-02",,,"0.08","3.9",,"20","5","8"
"USC00306774","PORT JERVIS, NY US","2009-03-03",,,"0.00","0.0",,"24","5","5"
"USC00306774","PORT JERVIS, NY US","2009-03-04",,,"0.00","0.0",,"31","5","9"
"USC00306774","PORT JERVIS, NY US","2009-03-05",,,"0.00","0.0",,"43","9","36"
"USC00306774","PORT JERVIS, NY US","2009-03-06",,,"0.00","0.0",,"56","31","33"
"USC00306774","PORT JERVIS, NY US","2009-03-07",,,"0.00","0.0",,"64","47","47"
"USC00306774","PORT JERVIS, NY US","2009-03-08",,,"0.32","0.0",,"56","39","42"
"USC00306774","PORT JERVIS, NY US","2009-03-09",,,"0.21","0.0","0.0","47","32","33"
"USC00306774","PORT JERVIS, NY US","2009-03-10",,,"0.08","0.0","0.0","41","33","36"
"USC00306774","PORT JERVIS, NY US","2009-03-11",,,"0.00","0.0","0.0","55","27","27"
"USC00306774","PORT JERVIS, NY US","2009-03-12",,,"0.00","0.0","0.0","35","19","19"
"USC00306774","PORT JERVIS, NY US","2009-03-13",,,"0.00","0.0","0.0","41","19","21"
"USC00306774","PORT JERVIS, NY US","2009-03-14",,,"0.00","0.0","0.0","53","21","34"
"USC00306774","PORT JERVIS, NY US","2009-03-15",,,"0.00","0.0","0.0","58","26","26"
"USC00306774","PORT JERVIS, NY US","2009-03-16",,,"0.00","0.0","0.0","54","26","28"
"USC00306774","PORT JERVIS, NY US","2009-03-17",,,"0.00","0.0","0.0","58","27","29"
"USC00306774","PORT JERVIS, NY US","2009-03-18",,,"0.00","0.0","0.0","65","29","46"
"USC00306774","PORT JERVIS, NY US","2009-03-19",,,"0.28","0.0","0.0","49","33","33"
"USC00306774","PORT JERVIS, NY US","2009-03-20",,,"0.00","0.0","0.0","42","18","18"
"USC00306774","PORT JERVIS, NY US","2009-03-21",,,"0.00","0.0","0.0","47","18","27"
"USC00306774","PORT JERVIS, NY US","2009-03-22",,,"0.00","0.0","0.0","47","19","19"
"USC00306774","PORT JERVIS, NY US","2009-03-23",,,"0.00","0.0","0.0","38","19","21"
"USC00306774","PORT JERVIS, NY US","2009-03-24",,,"0.00","0.0","0.0","46","20","20"
"USC00306774","PORT JERVIS, NY US","2009-03-25",,,"0.00","0.0","0.0","55","20","41"
"USC00306774","PORT JERVIS, NY US","2009-03-26",,,"0.30","0.0","0.0","45","37","41"
"USC00306774","PORT JERVIS, NY US","2009-03-27",,,"0.12","0.0","0.0","62","41","47"
"USC00306774","PORT JERVIS, NY US","2009-03-28",,,"0.00","0.0","0.0","64","39","42"
"USC00306774","PORT JERVIS, NY US","2009-03-29",,,"0.65","0.0","0.0","53","37","40"
"USC00306774","PORT JERVIS, NY US","2009-03-30",,,"0.00","0.0","0.0","45","26","36"
"USC00306774","PORT JERVIS, NY US","2009-03-31",,,"0.00","0.0","0.0","60","36","41"
"USC00306774","PORT JERVIS, NY US","2009-04-01",,,"0.32","0.0","0.0","48","41","42"
"USC00306774","PORT JERVIS, NY US","2009-04-02",,,"0.05","0.0","0.0","69","42","52"
"USC00306774","PORT JERVIS, NY US","2009-04-03",,,"0.60","0.0","0.0","59","44","44"
"USC00306774","PORT JERVIS, NY US","2009-04-04",,,"0.00","0.0","0.0","47","40","40"
"USC00306774","PORT JERVIS, NY US","2009-04-05",,,"0.00","0.0","0.0","61","39","41"
"USC00306774","PORT JERVIS, NY US","2009-04-06",,,"0.29","0.0","0.0","44","36","36"
"USC00306774","PORT JERVIS, NY US","2009-04-07",,,"0.00","0.0","0.0","41","28","32"
"USC00306774","PORT JERVIS, NY US","2009-04-08",,,"0.00","0.0","0.0","44","24","25"
"USC00306774","PORT JERVIS, NY US","2009-04-09",,,"0.00","0.0","0.0","60","25","30"
"USC00306774","PORT JERVIS, NY US","2009-04-10",,,"0.09","0.0","0.0","57","30","44"
"USC00306774","PORT JERVIS, NY US","2009-04-11",,,"0.00","0.0","0.0","52","27","29"
"USC00306774","PORT JERVIS, NY US","2009-04-12",,,"0.00","0.0","0.0","44","23","24"
"USC00306774","PORT JERVIS, NY US","2009-04-13",,,"0.00","0.0","0.0","55","24","43"
"USC00306774","PORT JERVIS, NY US","2009-04-14",,,"0.10","0.0","0.0","50","40","45"
"USC00306774","PORT JERVIS, NY US","2009-04-15",,,"0.00","0.0","0.0","61","28","28"
"USC00306774","PORT JERVIS, NY US","2009-04-16",,,"0.00","0.0","0.0","67","28","30"
"USC00306774","PORT JERVIS, NY US","2009-04-17",,,"0.00","0.0","0.0","71","30","52"
"USC00306774","PORT JERVIS, NY US","2009-04-18",,,"0.00","0.0","0.0","75","46","46"
"USC00306774","PORT JERVIS, NY US","2009-04-19",,,"0.00","0.0","0.0","64","43","43"
"USC00306774","PORT JERVIS, NY US","2009-04-20",,,"0.89","0.0","0.0","46","37","46"
"USC00306774","PORT JERVIS, NY US","2009-04-21",,,"0.32","0.0","0.0","63","43","43"
"USC00306774","PORT JERVIS, NY US","2009-04-22",,,"0.04","0.0","0.0","56","36","37"
"USC00306774","PORT JERVIS, NY US","2009-04-23",,,"0.00","0.0","0.0","51","30","29"
"USC00306774","PORT JERVIS, NY US","2009-04-24",,,"0.00","0.0","0.0","76","29","44"
"USC00306774","PORT JERVIS, NY US","2009-04-25",,,"0.00","0.0","0.0","91","44","54"
"USC00306774","PORT JERVIS, NY US","2009-04-26",,,"0.00","0.0","0.0","90","54","60"
"USC00306774","PORT JERVIS, NY US","2009-04-27",,,"0.00","0.0","0.0","94","59","59"
"USC00306774","PORT JERVIS, NY US","2009-04-28",,,"0.00","0.0","0.0","91","47","47"
"USC00306774","PORT JERVIS, NY US","2009-04-29",,,"0.00","0.0","0.0","69","44","46"
"USC00306774","PORT JERVIS, NY US","2009-04-30",,,"0.00","0.0","0.0","65","46","58"
"USC00306774","PORT JERVIS, NY US","2009-05-01",,,"0.00","0.0","0.0","66","50","51"
"USC00306774","PORT JERVIS, NY US","2009-05-02",,,"0.00","0.0","0.0","65","41","42"
"USC00306774","PORT JERVIS, NY US","2009-05-03",,,"0.04","0.0","0.0","58","42","48"
"USC00306774","PORT JERVIS, NY US","2009-05-04",,,"0.20","0.0","0.0","60","48","52"
"USC00306774","PORT JERVIS, NY US","2009-05-05",,,"0.16","0.0","0.0","57","49","49"
"USC00306774","PORT JERVIS, NY US","2009-05-06",,,"0.96","0.0","0.0","64","49","54"
"USC00306774","PORT JERVIS, NY US","2009-05-07",,,"0.00","0.0","0.0","75","45","49"
"USC00306774","PORT JERVIS, NY US","2009-05-08",,,"0.08","0.0","0.0","76","48","59"
"USC00306774","PORT JERVIS, NY US","2009-05-09",,,"0.00","0.0","0.0","79","53","53"
"USC00306774","PORT JERVIS, NY US","2009-05-10",,,"0.00","0.0","0.0","66","39","42"
"USC00306774","PORT JERVIS, NY US","2009-05-11",,,"0.00","0.0","0.0","67","38","44"
"USC00306774","PORT JERVIS, NY US","2009-05-12",,,"0.00","0.0","0.0","67","35","37"
"USC00306774","PORT JERVIS, NY US","2009-05-13",,,"0.00","0.0","0.0","73","37","52"
"USC00306774","PORT JERVIS, NY US","2009-05-14",,,"0.68","0.0","0.0","66","53","58"
"USC00306774","PORT JERVIS, NY US","2009-05-15",,,"0.00","0.0","0.0","80","53","58"
"USC00306774","PORT JERVIS, NY US","2009-05-16",,,"0.96","0.0","0.0","70","48","48"
"USC00306774","PORT JERVIS, NY US","2009-05-17",,,"0.00","0.0","0.0","57","39","43"
"USC00306774","PORT JERVIS, NY US","2009-05-18",,,"0.00","0.0","0.0","54","30","35"
"USC00306774","PORT JERVIS, NY US","2009-05-19",,,"0.00","0.0","0.0","75","35","46"
"USC00306774","PORT JERVIS, NY US","2009-05-20",,,"0.00","0.0","0.0","86","46","49"
"USC00306774","PORT JERVIS, NY US","2009-05-21",,,"0.00","0.0","0.0","88","48","49"
"USC00306774","PORT JERVIS, NY US","2009-05-22",,,"0.00","0.0","0.0","88","48","55"
"USC00306774","PORT JERVIS, NY US","2009-05-23",,,"0.00","0.0","0.0","73","56","57"
"USC00306774","PORT JERVIS, NY US","2009-05-24",,,"0.00","0.0","0.0","82","55","57"
"USC00306774","PORT JERVIS, NY US","2009-05-25",,,"0.00","0.0","0.0","79","48","50"
"USC00306774","PORT JERVIS, NY US","2009-05-26",,,"0.17","0.0","0.0","62","46","47"
"USC00306774","PORT JERVIS, NY US","2009-05-27",,,"0.00","0.0","0.0","63","47","60"
"USC00306774","PORT JERVIS, NY US","2009-05-28",,,"0.50","0.0","0.0","73","55","56"
"USC00306774","PORT JERVIS, NY US","2009-05-29",,,"0.16","0.0","0.0","76","51","53"
"USC00306774","PORT JERVIS, NY US","2009-05-30",,,"0.00","0.0","0.0","76","44","46"
"USC00306774","PORT JERVIS, NY US","2009-05-31",,,"0.00","0.0","0.0","77","36","42"
"USC00306774","PORT JERVIS, NY US","2009-06-01",,,"0.01","0.0","0.0","70","42","58"
"USC00306774","PORT JERVIS, NY US","2009-06-02",,,"0.01","0.0","0.0","76","55","57"
"USC00306774","PORT JERVIS, NY US","2009-06-03",,,"0.17","0.0","0.0","70","53","54"
"USC00306774","PORT JERVIS, NY US","2009-06-04",,,"0.00","0.0","0.0","72","54","55"
"USC00306774","PORT JERVIS, NY US","2009-06-05",,,"0.38","0.0","0.0","61","54","56"
"USC00306774","PORT JERVIS, NY US","2009-06-06",,,"0.00","0.0","0.0","80","51","54"
"USC00306774","PORT JERVIS, NY US","2009-06-07",,,"0.00","0.0","0.0","81","54","61"
"USC00306774","PORT JERVIS, NY US","2009-06-08",,,"1.10","0.0","0.0","81","61","61"
"USC00306774","PORT JERVIS, NY US","2009-06-09",,,"0.44","0.0","0.0","72","61","62"
"USC00306774","PORT JERVIS, NY US","2009-06-10",,,"0.23","0.0","0.0","74","62","62"
"USC00306774","PORT JERVIS, NY US","2009-06-11",,,"0.93","0.0","0.0","67","60","61"
"USC00306774","PORT JERVIS, NY US","2009-06-12",,,"0.17","0.0","0.0","77","61","63"
"USC00306774","PORT JERVIS, NY US","2009-06-13",,,"0.65","0.0","0.0","76","59","61"
"USC00306774","PORT JERVIS, NY US","2009-06-14",,,"0.20","0.0","0.0","77","56","58"
"USC00306774","PORT JERVIS, NY US","2009-06-15",,,"0.25","0.0","0.0","73","53","56"
"USC00306774","PORT JERVIS, NY US","2009-06-16",,,"0.00","0.0","0.0","73","51","54"
"USC00306774","PORT JERVIS, NY US","2009-06-17",,,"0.81","0.0","0.0","73","54","58"
"USC00306774","PORT JERVIS, NY US","2009-06-18",,,"0.73","0.0","0.0","64","58","63"
"USC00306774","PORT JERVIS, NY US","2009-06-19",,,"0.00","0.0","0.0","76","54","56"
"USC00306774","PORT JERVIS, NY US","2009-06-20",,,"0.62","0.0","0.0","65","56","61"
"USC00306774","PORT JERVIS, NY US","2009-06-21",,,"0.00","0.0","0.0","77","61","62"
"USC00306774","PORT JERVIS, NY US","2009-06-22",,,"0.00","0.0","0.0","76","59","63"
"USC00306774","PORT JERVIS, NY US","2009-06-23",,,"0.14","0.0","0.0","80","63","64"
"USC00306774","PORT JERVIS, NY US","2009-06-24",,,"0.14","0.0","0.0","81","64","66"
"USC00306774","PORT JERVIS, NY US","2009-06-25",,,"0.60","0.0","0.0","87","62","64"
"USC00306774","PORT JERVIS, NY US","2009-06-26",,,"0.82","0.0","0.0","87","59","61"
"USC00306774","PORT JERVIS, NY US","2009-06-27",,,"0.08","0.0","0.0","74","58","62"
"USC00306774","PORT JERVIS, NY US","2009-06-28",,,"0.00","0.0","0.0","80","60","63"
"USC00306774","PORT JERVIS, NY US","2009-06-29",,,"0.00","0.0","0.0","81","59","61"
"USC00306774","PORT JERVIS, NY US","2009-06-30",,,"0.31","0.0","0.0","82","59","60"
"USC00306774","PORT JERVIS, NY US","2009-07-01",,,"0.32","0.0","0.0","78","60","64"
"USC00306774","PORT JERVIS, NY US","2009-07-02",,,"0.16","0.0","0.0","78","60","61"
"USC00306774","PORT JERVIS, NY US","2009-07-03",,,"0.00","0.0","0.0","78","58","61"
"USC00306774","PORT JERVIS, NY US","2009-07-04",,,"0.00","0.0","0.0","76","50","53"
"USC00306774","PORT JERVIS, NY US","2009-07-05",,,"0.00","0.0","0.0","78","50","51"
"USC00306774","PORT JERVIS, NY US","2009-07-06",,,"0.00","0.0","0.0","83","51","58"
"USC00306774","PORT JERVIS, NY US","2009-07-07",,,"0.35","0.0","0.0","74","54","54"
"USC00306774","PORT JERVIS, NY US","2009-07-08",,,"0.00","0.0","0.0","74","51","53"
"USC00306774","PORT JERVIS, NY US","2009-07-09",,,"0.00","0.0","0.0","76","53","56"
"USC00306774","PORT JERVIS, NY US","2009-07-10",,,"0.00","0.0","0.0","80","55","56"
"USC00306774","PORT JERVIS, NY US","2009-07-11",,,"0.32","0.0","0.0","80","55","63"
"USC00306774","PORT JERVIS, NY US","2009-07-12",,,"0.00","0.0","0.0","77","48","51"
"USC00306774","PORT JERVIS, NY US","2009-07-13",,,"0.00","0.0","0.0","78","48","52"
"USC00306774","PORT JERVIS, NY US","2009-07-14",,,"0.00","0.0","0.0","77","48","52"
"USC00306774","PORT JERVIS, NY US","2009-07-15",,,"0.54","0.0","0.0","82","52","62"
"USC00306774","PORT JERVIS, NY US","2009-07-16",,,"0.22","0.0","0.0","87","62","62"
"USC00306774","PORT JERVIS, NY US","2009-07-17",,,"0.00","0.0","0.0","80","65","63"
"USC00306774","PORT JERVIS, NY US","2009-07-18",,,"0.00","0.0","0.0","79","54","55"
"USC00306774","PORT JERVIS, NY US","2009-07-19",,,"0.00","0.0","0.0","78","55","60"
"USC00306774","PORT JERVIS, NY US","2009-07-20",,,"0.41","0.0","0.0","82","60","64"
"USC00306774","PORT JERVIS, NY US","2009-07-21",,,"0.00","0.0","0.0","66","63","64"
"USC00306774","PORT JERVIS, NY US","2009-07-22",,,"0.00","0.0","0.0","81","64","68"
"USC00306774","PORT JERVIS, NY US","2009-07-23",,,"0.96","0.0","0.0","78","62","64"
"USC00306774","PORT JERVIS, NY US","2009-07-24",,,"0.00","0.0","0.0","79","56","58"
"USC00306774","PORT JERVIS, NY US","2009-07-25",,,"0.00","0.0","0.0","85","59","67"
"USC00306774","PORT JERVIS, NY US","2009-07-26",,,"0.00","0.0","0.0","84","67","69"
"USC00306774","PORT JERVIS, NY US","2009-07-27",,,"0.00","0.0","0.0","85","63","64"
"USC00306774","PORT JERVIS, NY US","2009-07-28",,,"0.00","0.0","0.0","88","64","67"
"USC00306774","PORT JERVIS, NY US","2009-07-29",,,"1.84","0.0","0.0","78","67","69"
"USC00306774","PORT JERVIS, NY US","2009-07-30",,,"0.01","0.0","0.0","84","66","66"
"USC00306774","PORT JERVIS, NY US","2009-07-31",,,"0.34","0.0","0.0","79","60","62"
"USC00306774","PORT JERVIS, NY US","2009-08-01",,,"0.00","0.0","0.0","85","62","67"
"USC00306774","PORT JERVIS, NY US","2009-08-02",,,"0.70","0.0","0.0","85","62","63"
"USC00306774","PORT JERVIS, NY US","2009-08-03",,,"0.00","0.0","0.0","82","56","57"
"USC00306774","PORT JERVIS, NY US","2009-08-04",,,"0.00","0.0","0.0","86","57","67"
"USC00306774","PORT JERVIS, NY US","2009-08-05",,,"0.00","0.0","0.0","83","54","57"
"USC00306774","PORT JERVIS, NY US","2009-08-06",,,"0.00","0.0","0.0","79","56","58"
"USC00306774","PORT JERVIS, NY US","2009-08-07",,,"0.00","0.0","0.0","78","49","63"
"USC00306774","PORT JERVIS, NY US","2009-08-08",,,"0.00","0.0","0.0","76","50","52"
"USC00306774","PORT JERVIS, NY US","2009-08-09",,,"0.25","0.0","0.0","73","63","69"
"USC00306774","PORT JERVIS, NY US","2009-08-10",,,"0.54","0.0","0.0","91","67","68"
"USC00306774","PORT JERVIS, NY US","2009-08-11",,,"0.00","0.0","0.0","86","66","66"
"USC00306774","PORT JERVIS, NY US","2009-08-12",,,"0.59","0.0","0.0","82","66","68"
"USC00306774","PORT JERVIS, NY US","2009-08-13",,,"0.23","0.0","0.0","74","63","63"
"USC00306774","PORT JERVIS, NY US","2009-08-14",,,"0.00","0.0","0.0","86","64","64"
"USC00306774","PORT JERVIS, NY US","2009-08-15",,,"0.00","0.0","0.0","87","64","65"
"USC00306774","PORT JERVIS, NY US","2009-08-16",,,"0.00","0.0","0.0","89","65","65"
"USC00306774","PORT JERVIS, NY US","2009-08-17",,,"0.00","0.0","0.0","91","64","64"
"USC00306774","PORT JERVIS, NY US","2009-08-18",,,"0.00","0.0","0.0","90","64","69"
"USC00306774","PORT JERVIS, NY US","2009-08-19",,,"0.00","0.0","0.0","87","66","67"
"USC00306774","PORT JERVIS, NY US","2009-08-20",,,"0.00","0.0","0.0","89","67","72"
"USC00306774","PORT JERVIS, NY US","2009-08-21",,,"0.50","0.0","0.0","89","67","68"
"USC00306774","PORT JERVIS, NY US","2009-08-22",,,"0.13","0.0","0.0","82","68","69"
"USC00306774","PORT JERVIS, NY US","2009-08-23",,,"0.00","0.0","0.0","79","61","62"
"USC00306774","PORT JERVIS, NY US","2009-08-24",,,"0.00","0.0","0.0","80","61","61"
"USC00306774","PORT JERVIS, NY US","2009-08-25",,,"0.00","0.0","0.0","84","60","60"
"USC00306774","PORT JERVIS, NY US","2009-08-26",,,"0.00","0.0","0.0","84","59","59"
"USC00306774","PORT JERVIS, NY US","2009-08-27",,,"0.00","0.0","0.0","78","59","63"
"USC00306774","PORT JERVIS, NY US","2009-08-28",,,"0.70","0.0","0.0","62","60","60"
"USC00306774","PORT JERVIS, NY US","2009-08-29",,,"0.02","0.0","0.0","67","58","64"
"USC00306774","PORT JERVIS, NY US","2009-08-30",,,"0.00","0.0","0.0","79","52","53"
"USC00306774","PORT JERVIS, NY US","2009-08-31",,,"0.00","0.0","0.0","71","44","45"
"USC00306774","PORT JERVIS, NY US","2009-09-01",,,"0.00","0.0","0.0","71","44","45"
"USC00306774","PORT JERVIS, NY US","2009-09-02",,,"0.00","0.0","0.0","73","45","49"
"USC00306774","PORT JERVIS, NY US","2009-09-03",,,"0.00","0.0","0.0","77","49","51"
"USC00306774","PORT JERVIS, NY US","2009-09-04",,,"0.00","0.0","0.0","78","51","53"
"USC00306774","PORT JERVIS, NY US","2009-09-05",,,"0.00","0.0","0.0",,,
"USC00306774","PORT JERVIS, NY US","2009-09-06",,,"0.00","0.0","0.0",,,
"USC00306774","PORT JERVIS, NY US","2009-09-07",,,"0.00","0.0","0.0",,,
"USC00306774","PORT JERVIS, NY US","2009-09-08",,,"0.00","0.0","0.0","70","54","56"
"USC00306774","PORT JERVIS, NY US","2009-09-09",,,"0.00","0.0","0.0","76","56","57"
"USC00306774","PORT JERVIS, NY US","2009-09-10",,,"0.00","0.0","0.0","74","53","55"
"USC00306774","PORT JERVIS, NY US","2009-09-11",,,"0.03","0.0","0.0","69","54","54"
"USC00306774","PORT JERVIS, NY US","2009-09-12",,,"0.00","0.0","0.0",,,
"USC00306774","PORT JERVIS, NY US","2009-09-13",,,"0.00","0.0","0.0",,,
"USC00306774","PORT JERVIS, NY US","2009-09-14",,,"0.00","0.0","0.0","77","53","56"
"USC00306774","PORT JERVIS, NY US","2009-09-15",,,"0.00","0.0","0.0","74","53","54"
"USC00306774","PORT JERVIS, NY US","2009-09-16",,,"0.00","0.0","0.0","77","50","52"
"USC00306774","PORT JERVIS, NY US","2009-09-17",,,"0.27","0.0","0.0","65","52","52"
"USC00306774","PORT JERVIS, NY US","2009-09-18",,,"0.18","0.0","0.0","62","46","49"
"USC00306774","PORT JERVIS, NY US","2009-09-19",,,"0.00","0.0","0.0",,,
"USC00306774","PORT JERVIS, NY US","2009-09-20",,,"0.00","0.0","0.0",,,
"USC00306774","PORT JERVIS, NY US","2009-09-21",,,"0.00","0.0","0.0",,,
"USC00306774","PORT JERVIS, NY US","2009-09-22",,,"0.00","0.0","0.0","74","43","54"
"USC00306774","PORT JERVIS, NY US","2009-09-23",,,"0.01","0.0","0.0","70","54","61"
"USC00306774","PORT JERVIS, NY US","2009-09-24",,,"0.00","0.0","0.0","81","61","63"
"USC00306774","PORT JERVIS, NY US","2009-09-25",,,"0.00","0.0","0.0","75","49","49"
"USC00306774","PORT JERVIS, NY US","2009-09-26",,,,"0.0","0.0",,,
"USC00306774","PORT JERVIS, NY US","2009-09-27",,,,"0.0","0.0",,,
"USC00306774","PORT JERVIS, NY US","2009-09-28",,"0.06",,"0.0","0.0","65","53","54"
"USC00306774","PORT JERVIS, NY US","2009-09-29",,,"0.05","0.0","0.0","72","43","44"
"USC00306774","PORT JERVIS, NY US","2009-09-30",,,"0.00","0.0","0.0","64","44","48"
"USC00306774","PORT JERVIS, NY US","2009-10-01",,,"0.01","0.0","0.0","53","40","40"
"USC00306774","PORT JERVIS, NY US","2009-10-02",,,"0.10","0.0","0.0","61","40","57"
"USC00306774","PORT JERVIS, NY US","2009-10-03",,,"0.56","0.0","0.0","72","51","51"
"USC00306774","PORT JERVIS, NY US","2009-10-04",,,"0.00","0.0","0.0","69","41","41"
"USC00306774","PORT JERVIS, NY US","2009-10-05",,,"0.00","0.0","0.0","61","38","38"
"USC00306774","PORT JERVIS, NY US","2009-10-06",,,"0.17","0.0","0.0","66","38","58"
"USC00306774","PORT JERVIS, NY US","2009-10-07",,,"0.00","0.0","0.0","63","42","42"
"USC00306774","PORT JERVIS, NY US","2009-10-08",,,"0.00","0.0","0.0","61","41","51"
"USC00306774","PORT JERVIS, NY US","2009-10-09",,,"0.70","0.0","0.0","59","50","58"
"USC00306774","PORT JERVIS, NY US","2009-10-10",,,"0.00","0.0","0.0","59","35","36"
"USC00306774","PORT JERVIS, NY US","2009-10-11",,,"0.00","0.0","0.0","59","30","31"
"USC00306774","PORT JERVIS, NY US","2009-10-12",,,"0.00","0.0","0.0","51","30","45"
"USC00306774","PORT JERVIS, NY US","2009-10-13",,,"0.00","0.0","0.0","53","33","33"
